ID,Sentence,VALIDITY
633,de trebas a combefa train,VALID
634,je voudré rejoindre carmaux depuis trebas,VALID
635,trajet depuis blaye les mines vers carmaux,VALID
636,je pars de mirandol bourgnounac pour aller a blaye,VALID
637,depuis pampelonne direction mirandol,VALID
638,aller de valence d'albigeois vers pampelonne,VALID
639,de monestiés a valence train,VALID
640,je veu alé de combefa vers monestiés,VALID
641,trajet depuis trebas vers combefa,VALID
642,je voudré aller de carmaux vers trebas,VALID
643,depuis blaye les mines direction carmaux,VALID
644,aller de mirandol bourgnounac vers blaye,VALID
645,de pampelonne a mirandol train,VALID
646,je pars de valence d'albigeois pour rejoindre pampelonne,VALID
647,trajet depuis monestiés vers pampelonne,VALID
648,je veu aller de combefa vers monestiés,VALID
649,depuis trebas direction combefa,VALID
650,aller de carmaux vers trebas,VALID
651,de blaye les mines a carmaux train,VALID
652,je voudré rejoindre albi depuis carmaux,VALID
653,trajet depuis gaillac vers albi,VALID
654,je pars de lisle sur tarn pour aller a gaillac,VALID
655,depuis rabac direction lisle,VALID
656,aller de cadalen vers rabac,VALID
657,de tanus a cadalen train,VALID
658,je veu alé de naucelle vers tanus,VALID
659,trajet depuis rignac vers naucelle,VALID
660,je voudré aller de belmont vers rignac,VALID
661,depuis salmiech direction belmont,VALID
662,aller de la salvetat peyrales vers salmiech,VALID
663,de la bastide sur vers la salvetat train,VALID
664,je pars de montlaur pour rejoindre la bastide,VALID
665,trajet depuis valence d'albigeois vers montlaur,VALID
666,je veu aller de pampelonne vers valence,VALID
667,depuis monestiés direction pampelonne,VALID
668,aller de combefa vers monestiés,VALID
669,Je voudrais aller de PARIS à LYON demain matin,VALID
670,comment me rendre à BORDEAUX depuis TOURS,VALID
671,Trajet PARIS → LILLE s'il vous plaît,VALID
672,J'aimerais aller de Marseille jusqu'à Nice,VALID
673,Je pars de Nantes pour rejoindre Paris,VALID
674,de Toulouse vers Montpellier quels trains sont disponibles,VALID
675,Je souhaite me rendre à Rennes en partance de Caen,VALID
676,Départ Lyon arrivée Marseille merci,VALID
677,Peux-tu me trouver un train pour Dijon depuis Paris,VALID
678,Je dois aller à Metz en partant de Strasbourg,VALID
679,depart Marseille dest Lyon,VALID
680,Aller simple de Brest à Quimper,VALID
681,J'aimerais un itinéraire Bordeaux Poitiers,VALID
682,je pars de Lille pour aller à Roubaix,VALID
683,Montre moi un train entre Nîmes et Avignon,VALID
684,Je voudrais aller de Troyes à Paris en passant par Nogent,VALID
685,depuis Paris direction Orléans,VALID
686,Je veux aller à Limoges depuis Toulouse,VALID
687,De Pau à Toulouse je veux un train rapide,VALID
688,train Clermont-Ferrand vers Paris,VALID
689,Arrivée Strasbourg départ Nancy,VALID
690,Je pars de Dijon pour aller à Besançon,VALID
691,Itinéraire : Marseille -> Toulon,VALID
692,Je dois aller à Reims depuis Paris pour un rendez-vous,VALID
693,Trajet départ Tours destination Saumur,VALID
694,J'aimerai rejoindre Arras depuis Amiens,VALID
695,Peux-tu me calculer un trajet Caen Paris,VALID
696,aller de Grenoble direction Chambéry,VALID
697,Je veux quitter Lens pour aller à Lille,VALID
698,donne moi un trajet depuis Paris jusqu'à Limoges,VALID
699,je vais de Versailles à Paris Montparnasse,VALID
700,dep Marne-la-Vallée → dest Paris Est,VALID
701,Je pars de Dijon arrivée Nancy,VALID
702,Je cherche un train pour Montélimar depuis Valence,VALID
703,aller à Perpignan depuis Montpellier St Roch,VALID
704,J'aimerais partir de ST ÉTIENNE pour aller à Lyon,VALID
705,Train Strasbourg Paris ce soir,VALID
706,DE MARSEILLE À PARIS,VALID
707,je veux aller de Saint-Malo à Rennes,VALID
708,aller de Bordeaux à Paris avec mes deux chiens,VALID
709,Je voudrais rejoindre Tarbes depuis Pau,VALID
710,paris → marne la vallée chessy,VALID
711,Direction Lille départ Amiens,VALID
712,Je pars de Tours pour aller au Mans,VALID
713,Un billet Montpellier → Nîmes s'il vous plaît,VALID
714,je souhaite aller à Bayonne depuis Biarritz,VALID
715,depuis Reims vers Strasbourg trajet,VALID
716,Je voudrais aller de Toulon à Marseille,VALID
717,Départ Clermont-Ferrand arrivée Vichy,VALID
718,Trajet Saintes → Rochefort merci,VALID
719,je cherche un train de Limoges vers Poitiers,VALID
720,Je pars de Besançon pour rejoindre Dijon,VALID
721,aller Albi -> Toulouse,VALID
722,Je veux aller à Orléans depuis Paris Bercy,VALID
723,Depuis Nancy je voudrais aller à Metz,VALID
724,aller à Paris en partant de Marseille St Charles,VALID
725,De Lille à Bordeaux quel train existe,VALID
726,itinéraire de Nice pour Marseille,VALID
727,je veux rejoindre Angers depuis Nantes ce soir,VALID
728,aller de Lyon Part-Dieu à Genève,VALID
729,Direction Poitiers depuis Angoulême,VALID
730,Je pars de Cognac pour aller à Saintes,VALID
731,depuis Quimper je veux aller à Brest,VALID
732,train Paris Versailles maintenant,VALID
733,Aller Toulouse - Tarbes merci,VALID
734,J'aimerais aller de Dunkerque à Calais,VALID
735,Je vais de Toulon jusqu'à Cannes,VALID
736,Je cherche un itinéraire depuis Grenoble vers Gap,VALID
737,je voudrais aller de Montpellier à Nîmes,VALID
738,De Metz à Luxembourg quel train,VALID
739,Je veux aller de PARIS à LYON demain,VALID
740,trajet depuis ROUEN vers LE HAVRE stp,VALID
741,aller de MULHOUSE à COLMAR rapidement,VALID
742,je pars de ANNECY pour rejoindre GENÈVE,VALID
743,depuis ANGOULEME direction BORDEAUX,VALID
744,je voudrais aller de NIORT à LA ROCHELLE,VALID
745,trajet SAINT NAZAIRE NANTES svp,VALID
746,de CHERBOURG vers CAEN quel train,VALID
747,je veux partir de LAVAL pour aller au MANS,VALID
748,aller à CHARTRES depuis ORLÉANS,VALID
749,depuis TROYES je veux aller à REIMS,VALID
750,trajet ÉVREUX vers ROUEN merci,VALID
751,je pars de MEAUX pour rejoindre PARIS EST,VALID
752,de COMPIÈGNE à CREIL train rapide,VALID
753,aller de BEAUVAIS vers PARIS NORD,VALID
754,je voudrais aller de LENS à ARRAS,VALID
755,depuis CALAIS direction DUNKERQUE,VALID
756,trajet BOULOGNE SUR MER vers CALAIS,VALID
757,je veux aller de DOUAI à VALENCIENNES,VALID
758,depuis CAMBRAI je pars vers LILLE,VALID
759,aller de MAUBEUGE à VALENCIENNES,VALID
760,de HAZEBROUCK vers LILLE FLANDRES,VALID
761,je voudrais rejoindre BÉTHUNE depuis LENS,VALID
762,trajet depuis ARMENTIÈRES vers LILLE,VALID
763,je pars de SAINT OMER pour aller à CALAIS,VALID
764,aller de BERCK SUR MER à BOULOGNE,VALID
765,depuis ABBEVILLE direction AMIENS,VALID
766,je veux aller de MONTDIDIER à COMPIÈGNE,VALID
767,trajet depuis SOISSONS vers LAON,VALID
768,de CHÂTEAU THIERRY à REIMS train,VALID
769,je voudrais aller d'ÉPERNAY à CHÂLONS EN CHAMPAGNE,VALID
770,depuis VERDUN je pars vers METZ,VALID
771,aller de BAR LE DUC à NANCY,VALID
772,de ÉPINAL vers NANCY quel train,VALID
773,je veux rejoindre SAINT DIE depuis ÉPINAL,VALID
774,trajet depuis REMIREMONT vers ÉPINAL,VALID
775,je pars de THIONVILLE pour aller à LUXEMBOURG,VALID
776,aller de FORBACH à SARREGUEMINES,VALID
777,depuis SARREBOURG direction STRASBOURG,VALID
778,je voudrais aller de SÉLESTAT à COLMAR,VALID
779,trajet depuis OBERNAI vers STRASBOURG,VALID
780,de SAVERNE à STRASBOURG train,VALID
781,je veux aller de HAGUENAU à STRASBOURG,VALID
782,depuis WISSEMBOURG direction STRASBOURG,VALID
783,aller de BITCHE vers SARREGUEMINES,VALID
784,je pars de PHALSBOURG pour rejoindre STRASBOURG,VALID
785,trajet depuis MOLSHEIM vers STRASBOURG,VALID
786,de SÉLESTAT à COLMAR rapidement,VALID
787,je voudrais aller de GUEBWILLER à MULHOUSE,VALID
788,depuis THANN je veux aller à MULHOUSE,VALID
789,aller de BELFORT vers MULHOUSE,VALID
790,de MONTBÉLIARD à BELFORT train,VALID
791,je pars de LONS LE SAUNIER pour aller à BESANÇON,VALID
792,trajet depuis DOLE vers DIJON,VALID
793,je veux rejoindre AUXERRE depuis DIJON,VALID
794,depuis SENS direction PARIS,VALID
795,aller de JOIGNY à AUXERRE,VALID
796,de COSNE SUR LOIRE à NEVERS,VALID
797,je voudrais aller de DÉCIZE à NEVERS,VALID
798,trajet depuis MOULINS vers VICHY,VALID
799,je pars de ROANNE pour aller à SAINT ÉTIENNE,VALID
800,depuis FIRMINY direction SAINT ÉTIENNE,VALID
801,aller de MONTBRIZON à ROANNE,VALID
802,de THIERS vers CLERMONT FERRAND,VALID
803,je veux aller de RIOM à CLERMONT FERRAND,VALID
804,trajet depuis ISSOIRE vers CLERMONT,VALID
805,je voudrais rejoindre LE PUY EN VELAY depuis BRIOUDE,VALID
806,depuis LANGOGNE je pars vers LE PUY,VALID
807,aller de MENDE à MARVEJOLS,VALID
808,de FLORAC vers MENDE train,VALID
809,je veux aller d'ALÈS à NÎMES,VALID
810,trajet depuis UZÈS vers NÎMES,VALID
811,je pars de BEAUCAIRE pour rejoindre ARLES,VALID
812,depuis TARASCON direction ARLES,VALID
813,aller de SALON DE PROVENCE à AIX,VALID
814,de PERTUIS vers AIX EN PROVENCE,VALID
815,je voudrais aller de MANOSQUE à DIGNE,VALID
816,trajet depuis SISTERON vers GAP,VALID
817,je veux rejoindre EMBRUN depuis GAP,VALID
818,depuis BRIANÇON direction GAP,VALID
819,aller de GUILLESTRE vers GAP,VALID
820,de SERRÉ PONÇON à GAP train,VALID
821,je pars de BOURG SAINT MAURICE pour aller à ALBERTVILLE,VALID
822,trajet depuis MOUTIERS vers ALBERTVILLE,VALID
823,je veux aller d'ALBERTVILLE à CHAMBÉRY,VALID
824,depuis AIX LES BAINS direction CHAMBÉRY,VALID
825,aller de RUMILLY vers ANNECY,VALID
826,de BELLEGARDE à ANNECY train,VALID
827,je voudrais aller de SEYSSEL à BELLEGARDE,VALID
828,trajet depuis CULOZ vers BELLEGARDE,VALID
829,je pars d'AMBÉRIEU pour rejoindre BOURG EN BRESSE,VALID
830,depuis MACON je veux aller à VILLEFRANCHE,VALID
831,aller de TRÉVOUX vers VILLEFRANCHE,VALID
832,de BELLEVILLE à VILLEFRANCHE train,VALID
833,je veux rejoindre TARARE depuis VILLEFRANCHE,VALID
834,trajet depuis THIZY vers ROANNE,VALID
835,je voudrais aller de MONTBRIZON à FEURS,VALID
836,depuis BOEN direction MONTBRIZON,VALID
837,aller de SAINT JUST SUR LOIRE à MONTBRIZON,VALID
838,de SAINT ÉTIENNE à FIRMINY rapidement,VALID
839,je pars de RIVE DE GIER pour aller à SAINT ÉTIENNE,VALID
840,trajet depuis GIVORS vers LYON,VALID
841,je veux aller de VIENNE à LYON,VALID
842,depuis ROUSSILLON direction VIENNE,VALID
843,aller de TAIN L'HERMITAGE vers VALENCE,VALID
844,de TOURNON à VALENCE train,VALID
845,je voudrais rejoindre PRIVAS depuis VALENCE,VALID
846,trajet depuis LE TEIL vers MONTÉLIMAR,VALID
847,je pars de PIERRELATTE pour aller à MONTÉLIMAR,VALID
848,depuis ORANGE je veux aller à AVIGNON,VALID
849,aller de CARPENTRAS vers AVIGNON,VALID
850,de CAVAILLON à AVIGNON train,VALID
851,je veux aller d'APT vers AVIGNON,VALID
852,trajet depuis PERNES vers AVIGNON,VALID
853,je voudrais aller de L'ISLE SUR SORGUE à AVIGNON,VALID
854,depuis BOLLÈNE direction ORANGE,VALID
855,aller de PONT SAINT ESPRIT vers ORANGE,VALID
856,de BAGNOLS SUR CÈZE à ALÈS,VALID
857,je pars de SUMÈNE pour rejoindre ALÈS,VALID
858,trajet depuis ANDUZE vers ALÈS,VALID
859,je veux aller de QUISSAC à NÎMES,VALID
860,depuis SOMMIÈRES direction NÎMES,VALID
861,aller de VAUVERT vers NÎMES,VALID
862,de AIGUES MORTES à NÎMES train,VALID
863,je voudrais rejoindre MONTPELLIER depuis NÎMES,VALID
864,trajet depuis LUNEL vers MONTPELLIER,VALID
865,je pars de FRONTIGNAN pour aller à SÈTE,VALID
866,depuis MÈZE direction SÈTE,VALID
867,aller de PÉZENAS vers BÉZIERS,VALID
868,de VALRAS PLAGE à BÉZIERS train,VALID
869,je veux aller de SERVIAN vers BÉZIERS,VALID
870,trajet depuis CAPESTANG vers BÉZIERS,VALID
871,je voudrais aller de NARBONNE à BÉZIERS,VALID
872,depuis LÉZIGNAN CORBIÈRES direction NARBONNE,VALID
873,aller de CARCASSONNE vers NARBONNE,VALID
874,de LIMOUX à CARCASSONNE train,VALID
875,je pars de QUILLAN pour rejoindre LIMOUX,VALID
876,trajet depuis COUIZA vers QUILLAN,VALID
877,je veux aller d'ESPÉRAZA à QUILLAN,VALID
878,depuis AXAT direction QUILLAN,VALID
879,aller de BELCAIRE vers QUILLAN,VALID
880,de MIREPOIX à PAMIERS train,VALID
881,je voudrais rejoindre FOIX depuis PAMIERS,VALID
882,trajet depuis VARILHES vers FOIX,VALID
883,je pars de TARASCON SUR ARIÈGE pour aller à FOIX,VALID
884,depuis LUZENAC direction AX LES THERMES,VALID
885,aller de MÉRENS vers AX LES THERMES,VALID
886,de L'HÔPITAL vers AX train,VALID
887,je veux aller de SAINT GIRONS à FOIX,VALID
888,trajet depuis MASSAT vers SAINT GIRONS,VALID
889,je voudrais aller de SEIX vers SAINT GIRONS,VALID
890,depuis OUST direction SAINT GIRONS,VALID
891,aller de LA BASTIDE DE SÉROU vers FOIX,VALID
892,de SAINT LIZIER à SAINT GIRONS train,VALID
893,je pars de MAZÈRES pour rejoindre PAMIERS,VALID
894,trajet depuis SAVERDUN vers PAMIERS,VALID
895,je veux aller de CALMONT vers PAMIERS,VALID
896,depuis LE FOSSAT direction PAMIERS,VALID
897,aller de VARILHES vers PAMIERS,VALID
898,de MONTAUT vers PAMIERS train,VALID
899,je voudrais rejoindre TOULOUSE depuis PAMIERS,VALID
900,trajet depuis AUTERIVE vers TOULOUSE,VALID
901,je pars de CINTÉGABELLE pour aller à TOULOUSE,VALID
902,depuis MURET direction TOULOUSE,VALID
903,aller de PORTET SUR GARONNE vers TOULOUSE,VALID
904,de MURET à TOULOUSE train,VALID
905,je veux aller de CARBONNE vers MURET,VALID
906,trajet depuis CAZÈRES vers MURET,VALID
907,je voudrais aller de MARTRES vers CAZÈRES,VALID
908,depuis SAINT MARTORY direction CAZÈRES,VALID
909,aller de SALIES DU SALAT vers SAINT MARTORY,VALID
910,de BOUSSENS à SAINT MARTORY train,VALID
911,je pars de SAINT GAUDENS pour rejoindre MONTREJEAU,VALID
912,trajet depuis LUCHON vers MONTREJEAU,VALID
913,je veux aller de BAGNÈRES DE LUCHON à MONTREJEAU,VALID
914,depuis SALÉCHAN direction LUCHON,VALID
915,aller de CIERP GAUD vers SALÉCHAN,VALID
916,de MARIGNAC vers LUCHON train,VALID
917,je voudrais rejoindre TARBES depuis LUCHON,VALID
918,trajet depuis LANNEMEZAN vers TARBES,VALID
919,je pars de CAPVERN pour aller à LANNEMEZAN,VALID
920,depuis BAGNÈRES DE BIGORRE direction TARBES,VALID
921,aller de LOURDES vers TARBES,VALID
922,de PIERREFITTE NESTALAS à LOURDES train,VALID
923,je veux aller d'ARGELÈS GAZOST vers LOURDES,VALID
924,trajet depuis LUZ SAINT SAUVEUR vers LOURDES,VALID
925,je voudrais aller de BARÈGES vers LUZ,VALID
926,depuis GAVARNIE direction LUZ,VALID
927,aller de GÈDRE vers LUZ,VALID
928,de CAUTERETS à PIERREFITTE train,VALID
929,je pars d'ARGELÈS vers PIERREFITTE,VALID
930,trajet depuis OLORON SAINTE MARIE vers PAU,VALID
931,je veux rejoindre PAU depuis OLORON,VALID
932,depuis BÉDOUS direction OLORON,VALID
933,aller d'ACCOUS vers BÉDOUS,VALID
934,de CETTE EYGUN à ACCOUS train,VALID
935,je voudrais aller de LARUNS vers OLORON,VALID
936,trajet depuis EAUX BONNES vers LARUNS,VALID
937,je pars d'EAUX CHAUDES pour aller à LARUNS,VALID
938,depuis ARUDY direction OLORON,VALID
939,aller de BUZY vers PAU,VALID
940,de GAN vers PAU train,VALID
941,je veux aller de LONS vers PAU,VALID
942,trajet depuis ARTIX vers PAU,VALID
943,je voudrais aller d'ORTHEZ vers PAU,VALID
944,depuis SALIES DE BÉARN direction ORTHEZ,VALID
945,aller de PUYOO vers ORTHEZ,VALID
946,de SAUVETERRE DE BÉARN à ORTHEZ train,VALID
947,je pars de NAVARRENX pour rejoindre ORTHEZ,VALID
948,trajet depuis MAULÉON vers ORTHEZ,VALID
949,je veux aller de TARDETS vers MAULÉON,VALID
950,depuis OSSÈS direction MAULÉON,VALID
951,aller de SAINT JEAN PIED DE PORT vers OSSÈS,VALID
952,de SAINT PALAIS à MAULÉON train,VALID
953,je voudrais rejoindre BAYONNE depuis MAULÉON,VALID
954,trajet depuis HASPARREN vers BAYONNE,VALID
955,je pars de CAMBO LES BAINS pour aller à BAYONNE,VALID
956,depuis ESPELETTE direction CAMBO,VALID
957,aller d'ITXASSOU vers ESPELETTE,VALID
958,de SOURAÏDE à ESPELETTE train,VALID
959,je veux aller d'AINHOA vers ESPELETTE,VALID
960,trajet depuis SARE vers AINHOA,VALID
961,je voudrais aller d'URRUGNE vers SAINT JEAN DE LUZ,VALID
962,depuis CIBOURE direction SAINT JEAN DE LUZ,VALID
963,aller de HENDAYE vers IRUN,VALID
964,de BIRIATOU à HENDAYE train,VALID
965,je pars de BIDART pour rejoindre BIARRITZ,VALID
966,trajet depuis ANGLET vers BIARRITZ,VALID
967,je veux aller de BAYONNE vers BIARRITZ,VALID
968,depuis BAYONNE je pars vers DAX,VALID
969,aller de LABENNE vers DAX,VALID
970,de CAPBRETON à DAX train,VALID
971,je voudrais rejoindre MONT DE MARSAN depuis DAX,VALID
972,trajet depuis YGOS vers MONT DE MARSAN,VALID
973,je pars de MORCENX pour aller à MONT DE MARSAN,VALID
974,depuis TARTAS direction MONT DE MARSAN,VALID
975,aller de ROQUEFORT vers MONT DE MARSAN,VALID
976,de VILLENEUVE DE MARSAN à MONT DE MARSAN train,VALID
977,je veux aller d'HAGETMAU vers MONT DE MARSAN,VALID
978,trajet depuis AMOU vers DAX,VALID
979,je voudrais aller de PEYREHORADE vers DAX,VALID
980,depuis ORTHEVIELLE direction PEYREHORADE,VALID
981,aller de PORT DE LANES vers PEYREHORADE,VALID
982,de SORDE L'ABBAYE à PEYREHORADE train,VALID
983,je pars de SALIES DE SALAT pour rejoindre TOULOUSE,VALID
984,trajet depuis BOUSSENS vers TOULOUSE,VALID
985,je veux aller de CARBONNE vers TOULOUSE,VALID
986,depuis MURET je pars vers TOULOUSE,VALID
987,aller de PORTET vers TOULOUSE,VALID
988,de CINTÉGABELLE à TOULOUSE train,VALID
989,je voudrais rejoindre CASTRES depuis TOULOUSE,VALID
990,trajet depuis MAZAMET vers CASTRES,VALID
991,je pars de LABRUGUIÈRE pour aller à MAZAMET,VALID
992,depuis RÉVEL direction MAZAMET,VALID
993,aller de SORÈZE vers RÉVEL,VALID
994,de DURFORT vers SORÈZE train,VALID
995,je veux aller de SAISSAC vers MAZAMET,VALID
996,trajet depuis LESSURE vers MAZAMET,VALID
997,je voudrais aller de BRASSAC vers MAZAMET,VALID
998,depuis ANGLÈS direction BRASSAC,VALID
999,aller de LA SALVETAT vers ANGLÈS,VALID
1000,de ROUAIROUX à LA SALVETAT train,VALID
1001,je pars de LACABARÈDE pour rejoindre LA SALVETAT,VALID
1002,trajet depuis MAZAMET vers ALBI,VALID
1003,je veux aller de GAILLAC vers ALBI,VALID
1004,depuis L'ISLE SUR TARN direction GAILLAC,VALID
1005,aller de RABASTENS vers L'ISLE,VALID
1006,de CADALEN à RABASTENS train,VALID
1007,je voudrais rejoindre CORDES depuis ALBI,VALID
1008,trajet depuis VAOUR vers CORDES,VALID
1009,je pars de PENNE pour aller à VAOUR,VALID
1010,depuis PAMPELONNE direction VAOUR,VALID
1011,aller de TANUS vers PAMPELONNE,VALID
1012,de LE RIEU vers TANUS train,VALID
1013,je veux aller de NAUCELLE vers TANUS,VALID
1014,trajet depuis RIGNAC vers NAUCELLE,VALID
1015,je voudrais aller de BELMONT vers RIGNAC,VALID
1016,depuis SALMIECH direction BELMONT,VALID
1017,aller de LA SALVETAT PEYRALÈS vers SALMIECH,VALID
1018,de LA BASTIDE SUR vers LA SALVETAT train,VALID
1019,je pars de MONTLAUR pour rejoindre LA BASTIDE,VALID
1020,trajet depuis VALENCE D'ALBIGEOIS vers MONTLAUR,VALID
1021,je veux aller de PAMPELONNE vers VALENCE,VALID
1022,depuis MONESTIÉS direction PAMPELONNE,VALID
1023,aller de COMBEFA vers MONESTIÉS,VALID
1024,de TRÉBAS vers COMBEFA train,VALID
1025,je voudrais rejoindre CARMAUX depuis TRÉBAS,VALID
1026,trajet depuis BLAYE vers CARMAUX,VALID
1027,je pars de MIRANDOL pour aller à BLAYE,VALID
1028,depuis PAMPELONNE direction MIRANDOL,VALID
1029,aller de VALENCE vers MIRANDOL,VALID
1030,de MONESTIÉS à VALENCE train,VALID
1031,je veux aller de COMBEFA vers MONESTIÉS,VALID
1032,trajet depuis TRÉBAS vers COMBEFA,VALID
1033,je voudrais aller de CARMAUX vers TRÉBAS,VALID
1034,depuis BLAYE LES MINES direction CARMAUX,VALID
1035,aller de MIRANDOL BOURGNOUNAC vers BLAYE,VALID
1036,de PAMPELONNE à MIRANDOL train,VALID
1037,je pars de VALENCE D'ALBIGEOIS pour rejoindre PAMPELONNE,VALID
1038,trajet depuis MONESTIÉS vers PAMPELONNE,VALID
1039,je veux aller de COMBEFA vers MONESTIÉS,VALID
1040,depuis TRÉBAS direction COMBEFA,VALID
1041,aller de CARMAUX vers TRÉBAS,VALID
1042,de BLAYE LES MINES à CARMAUX train,VALID
1043,je voudrais rejoindre ALBI depuis CARMAUX,VALID
1044,trajet depuis GAILLAC vers ALBI,VALID
1045,je pars de L'ISLE SUR TARN pour aller à GAILLAC,VALID
1046,depuis RABASTENS direction L'ISLE,VALID
1047,aller de CADALEN vers RABASTENS,VALID
1048,de TANUS à CADALEN train,VALID
1049,je veux aller de NAUCELLE vers TANUS,VALID
1050,trajet depuis RIGNAC vers NAUCELLE,VALID
1051,je voudrais aller de BELMONT vers RIGNAC,VALID
1052,depuis SALMIECH direction BELMONT,VALID
1053,aller de LA SALVETAT PEYRALÈS vers SALMIECH,VALID
1054,de LA BASTIDE SUR vers LA SALVETAT train,VALID
1055,je pars de MONTLAUR pour rejoindre LA BASTIDE,VALID
1056,trajet depuis VALENCE D'ALBIGEOIS vers MONTLAUR,VALID
1057,je veux aller de PAMPELONNE vers VALENCE,VALID
1058,depuis MONESTIÉS direction PAMPELONNE,VALID
1059,aller de COMBEFA vers MONESTIÉS,VALID
1060,de TRÉBAS vers COMBEFA train,VALID
1061,je voudrais rejoindre CARMAUX depuis TRÉBAS,VALID
1062,trajet depuis BLAYE LES MINES vers CARMAUX,VALID
1063,je pars de MIRANDOL BOURGNOUNAC pour aller à BLAYE,VALID
1064,depuis PAMPELONNE direction MIRANDOL,VALID
1065,aller de VALENCE D'ALBIGEOIS vers PAMPELONNE,VALID
1066,de MONESTIÉS à VALENCE train,VALID
1067,je veux aller de COMBEFA vers MONESTIÉS,VALID
1068,trajet depuis TRÉBAS vers COMBEFA,VALID
1069,je voudrais aller de CARMAUX vers TRÉBAS,VALID
1070,depuis BLAYE LES MINES direction CARMAUX,VALID
1071,aller de MIRANDOL BOURGNOUNAC vers BLAYE,VALID
1072,de PAMPELONNE à MIRANDOL train,VALID
1073,je pars de VALENCE D'ALBIGEOIS pour rejoindre PAMPELONNE,VALID
1074,trajet depuis MONESTIÉS vers PAMPELONNE,VALID
1075,je veux aller de COMBEFA vers MONESTIÉS,VALID
1076,depuis TRÉBAS direction COMBEFA,VALID
1077,aller de CARMAUX vers TRÉBAS,VALID
1078,de BLAYE LES MINES à CARMAUX train,VALID
1079,je voudrais rejoindre ALBI depuis CARMAUX,VALID
1080,trajet depuis GAILLAC vers ALBI,VALID
1081,je pars de L'ISLE SUR TARN pour aller à GAILLAC,VALID
1082,depuis RABASTENS direction L'ISLE,VALID
1083,aller de CADALEN vers RABASTENS,VALID
1084,de TANUS à CADALEN train,VALID
1085,je veux aller de NAUCELLE vers TANUS,VALID
1086,trajet depuis RIGNAC vers NAUCELLE,VALID
1087,je voudrais aller de BELMONT vers RIGNAC,VALID
1088,depuis SALMIECH direction BELMONT,VALID
1089,aller de LA SALVETAT PEYRALÈS vers SALMIECH,VALID
1090,de LA BASTIDE SUR vers LA SALVETAT train,VALID
1091,je pars de MONTLAUR pour rejoindre LA BASTIDE,VALID
1092,trajet depuis VALENCE D'ALBIGEOIS vers MONTLAUR,VALID
1093,je veux aller de PAMPELONNE vers VALENCE,VALID
1094,depuis MONESTIÉS direction PAMPELONNE,VALID
1095,aller de COMBEFA vers MONESTIÉS,VALID
1096,de TRÉBAS vers COMBEFA train,VALID
1097,je voudrais rejoindre CARMAUX depuis TRÉBAS,VALID
1098,trajet depuis BLAYE LES MINES vers CARMAUX,VALID
1099,je pars de MIRANDOL BOURGNOUNAC pour aller à BLAYE,VALID
1100,depuis PAMPELONNE direction MIRANDOL,VALID
1101,aller de VALENCE D'ALBIGEOIS vers PAMPELONNE,VALID
1102,de MONESTIÉS à VALENCE train,VALID
1103,je veux aller de COMBEFA vers MONESTIÉS,VALID
1104,trajet depuis TRÉBAS vers COMBEFA,VALID
1105,je voudrais aller de CARMAUX vers TRÉBAS,VALID
1106,depuis BLAYE LES MINES direction CARMAUX,VALID
1107,aller de MIRANDOL BOURGNOUNAC vers BLAYE,VALID
1108,de PAMPELONNE à MIRANDOL train,VALID
1109,je pars de VALENCE D'ALBIGEOIS pour rejoindre PAMPELONNE,VALID
1110,trajet depuis MONESTIÉS vers PAMPELONNE,VALID
1111,je veux aller de COMBEFA vers MONESTIÉS,VALID
1112,depuis TRÉBAS direction COMBEFA,VALID
1113,aller de CARMAUX vers TRÉBAS,VALID
1114,de BLAYE LES MINES à CARMAUX train,VALID
1115,je voudrais rejoindre ALBI depuis CARMAUX,VALID
1116,trajet depuis GAILLAC vers ALBI,VALID
1117,je pars de L'ISLE SUR TARN pour aller à GAILLAC,VALID
1118,depuis RABASTENS direction L'ISLE,VALID
1119,aller de CADALEN vers RABASTENS,VALID
1120,de TANUS à CADALEN train,VALID
1121,je veux aller de NAUCELLE vers TANUS,VALID
1122,trajet depuis RIGNAC vers NAUCELLE,VALID
1123,je voudrais aller de BELMONT vers RIGNAC,VALID
1124,depuis SALMIECH direction BELMONT,VALID
1125,aller de LA SALVETAT PEYRALÈS vers SALMIECH,VALID
1126,de LA BASTIDE SUR vers LA SALVETAT train,VALID
1127,je pars de MONTLAUR pour rejoindre LA BASTIDE,VALID
1128,trajet depuis VALENCE D'ALBIGEOIS vers MONTLAUR,VALID
1129,je veux aller de PAMPELONNE vers VALENCE,VALID
1130,depuis MONESTIÉS direction PAMPELONNE,VALID
1131,aller de COMBEFA vers MONESTIÉS,VALID
1132,de TRÉBAS vers COMBEFA train,VALID
1133,je voudrais rejoindre CARMAUX depuis TRÉBAS,VALID
1134,trajet depuis BLAYE LES MINES vers CARMAUX,VALID
1135,je pars de MIRANDOL BOURGNOUNAC pour aller à BLAYE,VALID
1136,depuis PAMPELONNE direction MIRANDOL,VALID
1137,aller de VALENCE D'ALBIGEOIS vers PAMPELONNE,VALID
1138,de MONESTIÉS à VALENCE train,VALID
1139,je veux aller de COMBEFA vers MONESTIÉS,VALID
1140,trajet depuis TRÉBAS vers COMBEFA,VALID
1141,je voudrais aller de CARMAUX vers TRÉBAS,VALID
1142,depuis BLAYE LES MINES direction CARMAUX,VALID
