ID,Sentence,VALIDITY
2931,caen → villeneuve-d'ascq,VALID
2932,"chui a ['dunkerque', 'Dunkerque', 'dunk', 'dun'] je dois aller sur Nîmes",VALID
2933,"['GRENOBLE', 'GRENOBLE', 'GRENOBLLE', 'GRENOB'] - ['MONTPELIÉ', 'MONTPELLIER', 'MONTPELIER', 'MONTPEL']",VALID
2934,de sarlat-la-canéda vers Paris,VALID
2935,"['saint etienne', 'saint-étienne', 'st etienne', 'st-étienne'] Roubaix svp",VALID
2936,"trajet depuis drancy vers ['clermont ferrand', 'clermont-ferrand', 'clermont', 'clerm']",VALID
2937,Gap -> Aix-en-Provence,VALID
2938,je vais de carcassonne à hendaye,VALID
2939,Comment me rendre À tarbes depuis versailles,VALID
2940,chui a auxerre je dois aller sur marseille,VALID
2941,billet  Auch  Figeac  pour  un  rdv,VALID
2942,je veux quitter rodez pour aller à pessac,VALID
2943,jveux un train pour Lausanne depuis arles,VALID
2944,ON PART D'OÙ POUR ALLER À MONTPELLIER,VALID
2945,voyage Chartres Rouen,VALID
2946,on part d'où pour aller à Bobigny,VALID
2947,"direction courbevoie depuis ['angers', 'angers', 'anger', 'ang']",VALID
2948,"Arrivée ['rennes', 'rennes', 'renne', 'ren'] départ digne-les-bains",VALID
2949,PEUX-TU ME CALCULER UN TRAJET TROYES NANTES,VALID
2950,je pars de Hyères pour rejoindre Évreux,VALID
2951,"JE VOUDRAIS ALLER DE ['SAINT ETIENNE', 'SAINT-ÉTIENNE', 'ST ETIENNE', 'ST-ÉTIENNE'] À LA SEYNE-SUR-MER ✈️",VALID
2952,Nantes Hendaye svp,VALID
2953,"JE PARS DE BRUXELLES ARRIVÉE ['LILLE', 'LILLE', 'LIL', 'LILLEE']",VALID
2954,📍 JE PARS DE BOBIGNY ARRIVÉE VILLEURBANNE,VALID
2955,ON PART D'OÙ POUR ALLER A FONTENAY-SOUS-BOIS,VALID
2956,GRASSE > MEAUX,VALID
2957,peux-tu me trouver un train de clamart à Cahors,VALID
2958,"jveux aller de Nevers a ['clermont ferrand', 'clermont-ferrand', 'clermont', 'clerm'] 📍",VALID
2959,ARRIVÉE NIORT DÉPART BORDEAUX,VALID
2960,De  Lausanne  Vers  men de,VALID
2961,"JE  VEUX  QUITTER  ['AVIGNON',  'AVIGNON',  'AVIGNONN',  'AVIGN']  POUR  ALLER  À  SAINT-DENIS",VALID
2962,"pau -> ['rennes', 'rennes', 'renne', 'ren']",VALID
2963,depart Mulhouse dest Cergy,VALID
2964,"je pars de Lausanne pour rejoindre ['besancon', 'besancon', 'besanc', 'besan']",VALID
2965,laval → bobigny,VALID
2966,"chui a ['pau', 'Pau', 'pauu', 'pa'] je dois aller sur ['annecy', 'Annecy', 'anneci', 'anne']",VALID
2967,voyage Mende Bayonne,VALID
2968,depart brest dest Chartres,VALID
2969,voyage carcassonne châteauroux,VALID
2970,📍 donne moi un trajet de Béziers à Châteauroux,VALID
2971,aller a foix depuis sarlat-la-canéda,VALID
2972,donne  moi  un  trajet   de   metz   à   mérignac,VALID
2973,billet lausanne biarritz pour un rdv,VALID
2974,train metz castres avec mes Bagages,VALID
2975,"je souhaite me rendre a ['cannes', 'cannes', 'cann', 'can'] depuis hendaye",VALID
2976,"DEPUIS BRIANÇON JUSQU'À ['DIJON', 'DIJON', 'DIJONN', 'DIJ']",VALID
2977,"['BIARRITZ',  'BIARRITZ',  'BIARITZ',  'BIAR']  ROUBAIX  SVP",VALID
2978,trajet figeac auxerre pour ce Soir,VALID
2979,je veux quitter Villeurbanne pour aller à Saint-Denis,VALID
2980,"Troyes - ['le mans', 'Le Mans', 'mans', 'man']",VALID
2981,"JE  CHERCHE  UN  TRAIN  DE  ['NICE',  'NICE',  'NISE',  'NISS']  À  SARLAT-LA-CANÉDA",VALID
2982,"je vais de ['rouen', 'Rouen', 'rouenn', 'rou'] à Figeac",VALID
2983,COMMENT ME RENDRE A CARCASSONNE DEPUIS PANTIN,VALID
2984,arrivée dijon départ Alès,VALID
2985,"aller simple de Limoges à ['nantes', 'Nantes', 'nante', 'nant']",VALID
2986,jveux un train pour Niort depuis Roubaix,VALID
2987,je  veux  rejoindre  Clichy   de puis  Digne-les-Bains,VALID
2988,"chui a Rodez je dois aller sur ['rouen', 'Rouen', 'rouenn', 'rou']",VALID
2989,"train ['brest', 'brest', 'brestt', 'bres'] millau stp",VALID
2990,📍 donne moi un trajet de Antibes à Rouen,VALID
2991,je  vais   de   boulogne-billancourt   à   mérignac,VALID
2992,billet Rodez Mont-de-Marsan,VALID
2993,voyage La Seyne-sur-Mer Mende,VALID
2994,je veux un train courbevoie > Châlons-en-Champagne,VALID
2995,courbevoie -> bobigny,VALID
2996,trajet depuis amiens vers Cergy,VALID
2997,"donne  moi  un  trajet   de   Lausanne   à   ['cannes',  'Cannes',  'cann',  'can']",VALID
2998,je veux rejoindre Rennes depuis castres,VALID
2999,chui a la seyne-sur-mer je dois aller sur metz 🎫,VALID
3000,"quel train existe entre ['annecy', 'Annecy', 'anneci', 'anne'] et Laval",VALID
3001,chui a luxembourg je dois aller Sur grasse,VALID
3002,trajet  montpellier  versailles  pour  ce  soir,VALID
3003,"j'ai besoin d'aller de Lausanne a ['grenoble', 'Grenoble', 'grenoblle', 'grenob']",VALID
3004,quel train existe entre Luxembourg et Toulouse,VALID
3005,meaux Foix,VALID
3006,je cherche un train de clamart à Figeac,VALID
3007,Cergy - Valence,VALID
3008,voyage Nice Mulhouse,VALID
3009,quels trains sont dispo de Rouen vers Laval,VALID
3010,dunkirk - saint-denis,VALID
3011,je dois aller a Montpellier en partant de Metz,VALID
3012,JE VEUX UN TRAIN DIGNE-LES-BAINS > BREST,VALID
3013,"jveux aller de ['dijon', 'Dijon', 'dijonn', 'dij'] a Mende",VALID
3014,je veux rejoindre gap depuis aix-en-provence,VALID
3015,"CHUI A NANCY JE DOIS ALLER SUR ['BIARRITZ', 'BIARRITZ', 'BIARITZ', 'BIAR']",VALID
3016,DE SARTROUVILLE À MOULINS,VALID
3017,train colmar la rochelle avec mes bagages,VALID
3018,"je veux quitter cannes pour aller à ['rouen', 'rouen', 'rouenn', 'rou']",VALID
3019,"Courbevoie ['geneve', 'Genève', 'gen', 'gene']",VALID
3020,"aller   de   Gourdon   à   ['grenoble',  'Grenoble',  'grenoblle',  'grenob']  en  passant  par  Cahors",VALID
3021,train versailles Lausanne,VALID
3022,"train ['nancy', 'Nancy', 'nancie', 'nanc'] Montauban stp",VALID
3023,"donne moi un trajet de Annecy à ['nancy', 'Nancy', 'nancie', 'nanc']",VALID
3024,de Le Mans à Chartres,VALID
3025,arrivee castres depart antibes,VALID
3026,rennes  ->  roubaix,VALID
3027,je voudrais aller de Lyon a Caen,VALID
3028,billet Clamart troyes pour un rdv,VALID
3029,"trajet depuis tarbes vers ['strasbourg', 'strasbourg', 'strasbour', 'strasburg']",VALID
3030,aller de Nantes à Millau,VALID
3031,chui  a  sartrouville  je  dois  aller  sur  nancy,VALID
3032,je pars de Cannes arrivée Évreux,VALID
3033,chui a Mende je dois aller sur Fontenay-sous-Bois,VALID
3034,je pars de Brive-la-Gaillarde pour rejoindre nanterre,VALID
3035,arrivée Lausanne départ Grasse,VALID
3036,"comment aller a ['dunkerque', 'Dunkerque', 'dunk', 'dun'] depuis ['calais', 'Calais', 'calai', 'cal']",VALID
3037,De Arcachon à cahors,VALID
3038,💨 train Dax clichy avec mes bagages,VALID
3039,je veux aller de aix-en-provence a villeneuve-d'ascq demain matin,VALID
3040,aller simple de Le Mans à Cahors,VALID
3041,aller  a  nevers   de puis  troyes,VALID
3042,DEPART FIGUERES DEST DRANCY,VALID
3043,"['VALENCE', 'VALENCE', 'VALENC', 'VAL'] -> SÈTE",VALID
3044,"📍  JE  SOUHAITE  ME  RENDRE  À  ['LUXEMBOURG',  'LUXEMBOURG',  'LUX',  'LUXEMB']  DEPUIS  PANTIN",VALID
3045,jveux aller de Saint-Étienne a Bayonne,VALID
3046,"TRAIN ['ROUEN', 'ROUEN', 'ROUENN', 'ROU'] ['SAINT ETIENNE', 'SAINT-ÉTIENNE', 'ST ETIENNE', 'ST-ÉTIENNE']",VALID
3047,"je dois aller à pessac en partant de ['biarritz', 'Biarritz', 'biaritz', 'biar']",VALID
3048,je souhaite me rendre à La Rochelle depuis Sartrouville,VALID
3049,direction neuilly-sur-seine depuis mende,VALID
3050,billet moulins saint-étienne,VALID
3051,billet  pantin  périgueux  pour  un  rdv,VALID
3052,BILLET  BOBIGNY  DIGNE-LES-BAINS  POUR  UN  RDV,VALID
3053,"['ANNECY', 'ANNECY', 'ANNECI', 'ANNE'] → NANCY",VALID
3054,"train Agen ['toulon', 'Toulon', 'toulonn', 'toul'] avec mes bagages",VALID
3055,"📍  TRAIN  ['DIJON',  'DIJON',  'DIJONN',  'DIJ']  HENDAYE  AVEC  MES  BAGAGES",VALID
3056,"JE PARS DE ['LE HAVRE', 'LE HAVRE', 'HAVRE', 'HAV'] POUR REJOINDRE COURBEVOIE",VALID
3057,de issy-les-moulineaux à drancy 📍,VALID
3058,créteil → cergy,VALID
3059,"je veux aller de Clamart à ['reims', 'Reims', 'reim', 'reimss']",VALID
3060,je veux aller de albi à auch demain matin,VALID
3061,"J'AI BESOIN D'ALLER DE ['BAYONNE', 'BAYONNE', 'BAYONN', 'BAY'] A BORDEAUX",VALID
3062,"on part d'où pour aller à ['orleans', 'orléans', 'orlean', 'orléan']",VALID
3063,quel train existe entre Versailles et laval,VALID
3064,je dois aller à figeac en partant de agen,VALID
3065,"train ['marseile', 'marseille', 'marseil', 'marseylle'] ['poitiers', 'Poitiers', 'poitier', 'poit'] stp",VALID
3066,"je vais de saint-jean-de-luz à ['besancon', 'besançon', 'besanc', 'besan']",VALID
3067,"direction  ['pau',  'pau',  'pauu',  'pa']   de puis  béziers",VALID
3068,je Vais De bayonne À saint-denis,VALID
3069,"aller  simple   de   Bruxelles  a  ['marseile',  'marseille',  'marseil',  'marseylle']",VALID
3070,depart Strasbourg dest Rodez,VALID
3071,"arrivée ['dunkerque', 'dunkerque', 'dunk', 'dun'] départ ['pau', 'pau', 'pauu', 'pa']",VALID
3072,dep Gourdon arr La Rochelle,VALID
3073,"TRAIN ['NANCY', 'NANCY', 'NANCIE', 'NANC'] BAYONNE",VALID
3074,"je souhaite me rendre à nanterre depuis ['dunkerque', 'Dunkerque', 'dunk', 'dun']",VALID
3075,JE DOIS ALLER À COLMAR EN PARTANT DE MENDE,VALID
3076,j'aimerais aller de Courbevoie jusqu'a Limoges,VALID
3077,arrivée  boulogne-billancourt  départ  Pau,VALID
3078,Jveux Aller de figueres a Figeac,VALID
3079,direction Vincennes depuis Nîmes,VALID
3080,"comment me rendre à ['lyon', 'lyon', 'lyonn', 'lion'] depuis gap",VALID
3081,je vais De briançon à Chartres,VALID
3082,QUEL TRAIN EXISTE ENTRE BRIANCON ET CHARTRES,VALID
3083,Bourges Auch svp,VALID
3084,je dois aller à bayonne depuis blois pour voir ma mère,VALID
3085,dunkirk genève,VALID
3086,"Paris -> ['rouen', 'Rouen', 'rouenn', 'rou']",VALID
3087,train Lorient Limoges avec mes bagages,VALID
3088,"je veux aller de ['dijon', 'dijon', 'dijonn', 'dij'] à le havre demain matin",VALID
3089,je veux aller de Nevers à mérignac,VALID
3090,mende villeurbanne svp,VALID
3091,jveux un train pour la rochelle depuis lorient,VALID
3092,"peux-tu me trouver un train de ['lille', 'Lille', 'lil', 'lillee'] a lausanne",VALID
3093,je veux rejoindre Narbonne depuis Grasse,VALID
3094,🎫 TRAIN LIBOURNE CASTRES AVEC MES BAGAGES,VALID
3095,"['MULHOUSE', 'MULHOUSE', 'MULHOUS', 'MULH'] → SAINT-DENIS",VALID
3096,Laval > Évreux,VALID
3097,aller a agen depuis drancy,VALID
3098,"je veux aller de évry à ['saint etienne', 'saint-étienne', 'st etienne', 'st-étienne'] demain matin",VALID
3099,DONNE MOI UN TRAJET DE TOURCOING À CHÂTEAUROUX,VALID
3100,je cherche un train de Avignon à Courbevoie,VALID
3101,voyage clamart la seyne-sur-mer,VALID
3102,"🚆 JE DOIS ALLER À ['SAINT ETIENNE', 'SAINT-ÉTIENNE', 'ST ETIENNE', 'ST-ÉTIENNE'] EN PARTANT DE BOURGES",VALID
3103,"je veux un train Nevers > ['clermont ferrand', 'clermont-ferrand', 'clermont', 'clerm']",VALID
3104,aller simple de arles à antibes,VALID
3105,Aller De nîmes à rueil-malmaison en passant Par Amiens,VALID
3106,Bordeaux > Laval,VALID
3107,"je  dois  aller   à   ['valence',  'Valence',  'valenc',  'val']   de puis  Lausanne  pour  voir  ma  mère",VALID
3108,dep Montpellier arr Grasse,VALID
3109,comment me rendre à Nantes depuis Drancy,VALID
3110,"je veux rejoindre ['tours', 'Tours', 'tour', 'toursse'] depuis Beziers",VALID
3111,Paris → Clichy,VALID
3112,train  briancon  vincennes  avec  mes  bagages,VALID
3113,je souhaite me rendre a evry depuis paris,VALID
3114,quels trains sont dispo de Villeurbanne vers tourcoing,VALID
3115,"train ['avignon', 'avignon', 'avignonn', 'avign'] ['dijon', 'dijon', 'dijonn', 'dij'] stp",VALID
3116,ALLER A MONT-DE-MARSAN DEPUIS TOULOUSE,VALID
3117,quels trains sont dispo de Avignon vers Reims,VALID
3118,je cherche un train de Bergerac à Orléans 🚂,VALID
3119,je pars de bruxelles arrivée périgueux,VALID
3120,je Souhaite me Rendre à nîmes depuis carcassonne,VALID
3121,"Je dois aller a ['clermont ferrand', 'clermont-ferrand', 'clermont', 'clerm'] en partant de Nevers",VALID
3122,j'aimerais aller de dijon jusqu'à montauban,VALID
3123,Je veux aller De Colmar À Chartres demain matin,VALID
3124,TRAIN CRETEIL GENEVE AVEC MES BAGAGES,VALID
3125,je dois aller à rodez en partant de tarbes,VALID
3126,"Aller a valence depuis ['le mans', 'le mans', 'mans', 'man']",VALID
3127,train Sète Metz stp,VALID
3128,jveux un train pour neuilly-sur-seine depuis châteauroux,VALID
3129,aller de foix à Toulouse,VALID
3130,jveux aller de Bourges a Vincennes,VALID
3131,je veux un train Mont-de-Marsan > Narbonne,VALID
3132,"itinéraire ['orleans', 'orléans', 'orlean', 'orléan'] Albi",VALID
3133,billet Gap Moulins,VALID
3134,aller simple de troyes à clamart,VALID
3135,comment me rendre à Brive-la-Gaillarde depuis Hendaye,VALID
3136,🚆 JE PARS DE BRIANÇON POUR REJOINDRE BERGERAC,VALID
3137,je cherche un train de Saint-Denis à Caen,VALID
3138,"itineraire  ['toulousse',  'toulouse',  'toulouze',  'toulouz']  Poitiers",VALID
3139,"comment me rendre à laval depuis ['limoge', 'limoges', 'limog', 'limogess']",VALID
3140,"depuis ['geneve', 'Genève', 'gen', 'gene'] direction Calais",VALID
3141,itinéraire nanterre Niort,VALID
3142,de Châteauroux vers Bobigny,VALID
3143,de Clermont-Ferrand vers Caen,VALID
3144,"['le mans', 'Le Mans', 'mans', 'man'] > Dax",VALID
3145,depuis caen direction mérignac,VALID
3146,je  veux  aller   de   Vincennes   à   Calais,VALID
3147,BILLET BLOIS CRÉTEIL POUR UN RDV,VALID
3148,Comment aller a issy-les-moulineaux depuis hyeres,VALID
3149,"peux-tu me trouver un train de ['biarritz', 'Biarritz', 'biaritz', 'biar'] à Toulouse",VALID
3150,peux-tu me calculer un trajet arcachon sartrouville,VALID
3151,"de ['geneve', 'Genève', 'gen', 'gene'] vers Châlons-en-Champagne",VALID
3152,jveux un train pour Aix-en-Provence depuis Fontenay-sous-Bois,VALID
3153,🚆 BOURGES → ALBI,VALID
3154,j'aimerais Aller de drancy jusqu'à tourcoing,VALID
3155,BERGERAC -> ANTIBES,VALID
3156,train blois niort,VALID
3157,hyères > caen,VALID
3158,"je veux quitter ['lyon', 'Lyon', 'lyonn', 'lion'] pour aller à Nantes",VALID
3159,depart Digne-les-Bains dest Agen,VALID
3160,aller de Roubaix à Béziers,VALID
3161,"train montauban ['dijon', 'Dijon', 'dijonn', 'dij'] avec mes bagages 🚂",VALID
3162,je pars de Metz arrivée Versailles,VALID
3163,chui a le havre je dois aller sur le mans,VALID
3164,aller   de   Saint-Jean- de -Luz   à   meaux,VALID
3165,auch - Valence,VALID
3166,train Agen Nancy,VALID
3167,billet Agen Marseille pour Un rdv,VALID
3168,de châteauroux vers cannes ✈️,VALID
3169,DEPUIS MONTPELLIER DIRECTION COURBEVOIE,VALID
3170,DONNE MOI UN TRAJET DE CALAIS À NARBONNE,VALID
3171,"comment me rendre à ['le havre', 'Le Havre', 'havre', 'hav'] depuis Nantes",VALID
3172,j'ai  besoin  d'aller   de   tourcoing  a  évry,VALID
3173,"train ['le mans', 'Le Mans', 'mans', 'man'] Sarlat-la-Canéda stp",VALID
3174,"privas ['lille', 'Lille', 'lil', 'lillee'] svp",VALID
3175,"je cherche un train de ['poitiers', 'Poitiers', 'poitier', 'poit'] à Fontenay-sous-Bois",VALID
3176,comment aller a châteauroux depuis rueil-malmaison,VALID
3177,de bourges vers orléans,VALID
3178,"je pars De ['mulhouse', 'mulhouse', 'mulhous', 'mulh'] arrivee toulouse",VALID
3179,"de ['biarritz', 'Biarritz', 'biaritz', 'biar'] vers Tarbes",VALID
3180,"aller a Lyon depuis ['strasbourg', 'Strasbourg', 'strasbour', 'strasburg']",VALID
3181,dep nanterre arr Sète,VALID
3182,"ALLER DE ['POITIERS', 'POITIERS', 'POITIER', 'POIT'] À ['BAYONNE', 'BAYONNE', 'BAYONN', 'BAY']",VALID
3183,Donne moi un trajet de Châlons-en-champagne a Châteauroux 🚄,VALID
3184,DIRECTION SARLAT-LA-CANÉDA DEPUIS DRANCY,VALID
3185,quel train existe entre Bergerac et Bordeaux,VALID
3186,"CHUI A ['NICE', 'NICE', 'NISE', 'NISS'] JE DOIS ALLER SUR LORIENT",VALID
3187,je veux aller de la rochelle à Limoges demain matin,VALID
3188,de le havre à castres 🎫,VALID
3189,"dep ['dunkerque', 'Dunkerque', 'dunk', 'dun'] arr ['lille', 'Lille', 'lil', 'lillee']",VALID
3190,on part d'où pour aller à Carcassonne,VALID
3191,COMMENT ME RENDRE À GENÈVE DEPUIS ALÈS,VALID
3192,"train ['limoge', 'limoges', 'limog', 'limogess'] ['strasbourg', 'Strasbourg', 'strasbour', 'strasburg']",VALID
3193,aller simple de brest à neuilly-sur-seine,VALID
3194,aller simple de libourne à sète,VALID
3195,"chui a Chartres je dois aller sur ['le havre', 'Le Havre', 'havre', 'hav'] 🚂",VALID
3196,je  vais   de   nanterre   à   rennes,VALID
3197,je veux aller de Niort à Saint-Jean-de-Luz demain matin,VALID
3198,JVEUX ALLER DE NEVERS A AIX-EN-PROVENCE,VALID
3199,je veux rejoindre Boulogne-Billancourt depuis Biarritz 💨,VALID
3200,"Saint-Denis ['avignon', 'Avignon', 'avignonn', 'avign'] svp",VALID
3201,je pars de Orléans arrivée Grasse,VALID
3202,on  part  d'où  pour  aller   à   Dax,VALID
3203,"je veux aller de Dax à ['rouen', 'Rouen', 'rouenn', 'rou']",VALID
3204,donne moi un trajet de Tourcoing à Briançon,VALID
3205,je  pars   de   meaux  pour  rejoindre  paris,VALID
3206,comment aller a Cergy depuis villeneuve-d'ascq,VALID
3207,"je dois aller à ['lille', 'Lille', 'lil', 'lillee'] depuis Auxerre pour voir ma mère",VALID
3208,sete antibes svp,VALID
3209,"je dois aller a ['nice', 'nice', 'nise', 'niss'] en partant de briancon 💨",VALID
3210,"depuis ['perpignan', 'perpignan', 'perpign', 'perp'] jusqu'a drancy",VALID
3211,Niort → Clamart,VALID
3212,je veux Aller de sarlat-la-canéda à sète demain matin,VALID
3213,🚄 Chui a mont-de-marsan je dois aller sur blois,VALID
3214,"DEPUIS CLICHY DIRECTION ['PARIIS', 'PARIS', 'PARI', 'PARRI']",VALID
3215,j'aimerais aller de Rennes jusqu'à Toulouse 💨,VALID
3216,je dois aller à Dijon depuis Castres pour voir ma mère,VALID
3217,"📍 je dois aller à ['limoge', 'limoges', 'limog', 'limogess'] en partant de gourdon",VALID
3218,train foix saint-denis avec Mes Bagages,VALID
3219,je dois aller a Arles depuis Aix-en-Provence pour voir ma mere,VALID
3220,trajet depuis Biarritz vers Gourdon,VALID
3221,je veux Quitter boulogne-billancourt pour aller à Narbonne,VALID
3222,je souhaite me rendre à Nîmes depuis Moulins,VALID
3223,chui a Auxerre je dois aller sur niort,VALID
3224,aller De le Havre À brive-la-gaillarde,VALID
3225,"aller a Arles depuis ['angers', 'Angers', 'anger', 'ang']",VALID
3226,"BILLET ['NICE', 'NICE', 'NISE', 'NISS'] ['BIARRITZ', 'BIARRITZ', 'BIARITZ', 'BIAR'] POUR UN RDV",VALID
3227,train créteil brive-la-gaillarde,VALID
3228,Gap - Auch,VALID
3229,"je pars de besançon pour rejoindre ['le mans', 'le mans', 'mans', 'man']",VALID
3230,"je veux aller de Mende à ['orleans', 'orléans', 'orlean', 'orléan'] demain matin",VALID
3231,dep Saint-Jean-de-Luz arr Nîmes,VALID
3232,"je dois aller à pessac en partant de ['saint etienne', 'saint-étienne', 'st etienne', 'st-étienne']",VALID
3233,de Pau à Carcassonne,VALID
3234,je cherche un Train de saint-denis a tarbes,VALID
3235,"j'aimerais aller de ['lille', 'lille', 'lil', 'lillee'] jusqu'à dax",VALID
3236,"depuis mende jusqu'à ['le mans', 'le mans', 'mans', 'man']",VALID
3237,📍 trajet depuis laval vers drancy,VALID
3238,"billet Montpellier ['angers', 'Angers', 'anger', 'ang']",VALID
3239,JE PARS DE HENDAYE POUR REJOINDRE ANTONY,VALID
3240,DRANCY -> POITIERS,VALID
3241,Rueil-Malmaison -> belfort,VALID
3242,metz  ->  auch,VALID
3243,j'ai besoin d'aller de roubaix a annecy,VALID
3244,arrivée  Courbevoie  départ  Nantes,VALID
3245,foix -> Briançon,VALID
3246,de Grasse vers Moulins,VALID
3247,"je souhaite me rendre à Mérignac depuis ['montpelié', 'montpellier', 'montpelier', 'montpel']",VALID
3248,aller de vannes à sète en passant par luxembourg,VALID
3249,hendaye -> clamart,VALID
3250,quels trains sont dispo de Rueil-Malmaison vers gap,VALID
3251,Trajet saint-denis privas pour ce Soir,VALID
3252,"🎫 quel train existe entre luxembourg et ['caen', 'caen', 'caenn', 'can']",VALID
3253,DEP LAVAL ARR GENÈVE,VALID
3254,je veux un train Roubaix > Châlons-en-Champagne,VALID
3255,"jveux un train pour Vannes depuis ['avignon', 'Avignon', 'avignonn', 'avign'] 🚆",VALID
3256,je veux aller de La Rochelle à Pessac,VALID
3257,je  dois  aller   à   la  rochelle  en  partant   de   Sète,VALID
3258,je  veux  un  train  Neuilly-sur-Seine  >  Antony,VALID
3259,"je pars de agen pour rejoindre ['biarritz', 'biarritz', 'biaritz', 'biar']",VALID
3260,comment me rendre a Cahors depuis Tours,VALID
3261,Billet Agen bayonne,VALID
3262,"j'ai  besoin  d'aller   de   ['toulousse',  'toulouse',  'toulouze',  'toulouz']  a  villeurbanne",VALID
3263,DONNE MOI UN TRAJET DE MENDE À MEAUX,VALID
3264,je pars de aix-en-provence arrivée besançon,VALID
3265,je veux quitter Libourne pour aller à gourdon,VALID
3266,"gap → ['montpelié', 'montpellier', 'montpelier', 'montpel']",VALID
3267,je dois aller à aix-en-provence en partant de la seyne-sur-mer,VALID
3268,BILLET CLICHY COURBEVOIE,VALID
3269,voyage mont-de-marsan Paris,VALID
3270,direction vannes depuis rodez,VALID
3271,depart vincennes dest troyes,VALID
3272,quels trains sont dispo de Hendaye vers Amiens,VALID
3273,🚂 aller a Digne-les-Bains depuis Gap,VALID
3274,quel train existe entre Évreux et drancy,VALID
3275,💨 DONNE MOI UN TRAJET DE MENDE À CLICHY,VALID
3276,"train ['le havre', 'Le Havre', 'havre', 'hav'] Nice avec mes bagages",VALID
3277,Lyon → Dijon,VALID
3278,je souhaite me rendre à Nevers depuis Rueil-Malmaison,VALID
3279,je veux un train Niort > Bayonne,VALID
3280,ALLER DE LA ROCHELLE À LIBOURNE,VALID
3281,depart Évreux dest Rueil-Malmaison,VALID
3282,"train mont-de-marsan ['pau', 'pau', 'pauu', 'pa']",VALID
3283,ITINÉRAIRE ALÈS METZ,VALID
3284,"dep Versailles arr ['geneve', 'Geneve', 'gen', 'gene']",VALID
3285,"itinéraire Laval ['luxembourg', 'Luxembourg', 'lux', 'luxemb']",VALID
3286,aller de sartrouville a clichy en passant par Versailles,VALID
3287,Bergerac > Angers,VALID
3288,je dois aller à La Seyne-sur-Mer depuis Courbevoie pour voir ma mère,VALID
3289,"de ['bruxelles', 'Bruxelles', 'brux', 'bruxel'] vers Brive-la-Gaillarde",VALID
3290,trajet Tarbes Béziers pour ce soir,VALID
3291,je dois aller à bergerac depuis gap pour voir ma mère,VALID
3292,"COMMENT ALLER A ['TOULOUSSE', 'TOULOUSE', 'TOULOUZE', 'TOULOUZ'] DEPUIS NANTERRE",VALID
3293,je pars de la rochelle arrivée Annecy,VALID
3294,"train ['nancy', 'nancy', 'nancie', 'nanc'] sarlat-la-canéda",VALID
3295,je voudrais aller de Sarlat-la-Caneda a Villeneuve-d'Ascq,VALID
3296,JVEUX UN TRAIN POUR LAUSANNE DEPUIS NIORT,VALID
3297,🚂 Lorient Courbevoie svp,VALID
3298,j'aimerais Aller de nantes jusqu'à Saint-denis,VALID
3299,je voudrais aller de montpellier à la rochelle 🎫,VALID
3300,je cherche un train de Rouen à nanterre,VALID
3301,train Marseille pantin,VALID
3302,TRAIN CLICHY CHARTRES AVEC MES BAGAGES,VALID
3303,de Nanterre à Briançon,VALID
3304,voyage figeac saint-jean-de-luz,VALID
3305,je veux un train agen > calais 📍,VALID
3306,"je veux rejoindre ['nice', 'Nice', 'nise', 'niss'] depuis Valence",VALID
3307,quels trains sont dispo de Laval vers Vannes,VALID
3308,voyage albi Auxerre,VALID
3309,"ALLER DE ['LYON', 'LYON', 'LYONN', 'LION'] À ['POITIERS', 'POITIERS', 'POITIER', 'POIT'] EN PASSANT PAR ARLES",VALID
3310,je dois aller à Blois en partant de Montauban,VALID
3311,🚆 je dois aller à Pantin en partant de arles,VALID
3312,train tourcoing Montauban avec mes bagages,VALID
3313,nîmes  →  troyes,VALID
3314,je souhaite me rendre a Moulins depuis Sarlat-la-Caneda,VALID
3315,je veux aller de Luxembourg à Arcachon demain matin,VALID
3316,"Voyage ['bruxelles', 'bruxelles', 'brux', 'bruxel'] mont-de-marsan",VALID
3317,je veux un train arcachon > grenoble,VALID
3318,aller de sarlat-la-canéda à bruxelles,VALID
3319,saint-jean-de-luz -> millau 🎫,VALID
3320,angers - gap 🚆,VALID
3321,je veux un train versailles > nancy,VALID
3322,peux-tu me trouver un train de foix à figueres,VALID
3323,billet Ales Nimes,VALID
3324,VOYAGE BESANÇON HYÈRES 🚄,VALID
3325,QUEL TRAIN EXISTE ENTRE RUEIL-MALMAISON ET ALBI,VALID
3326,"JE PARS DE ['ANGERS', 'ANGERS', 'ANGER', 'ANG'] POUR REJOINDRE LAUSANNE",VALID
3327,"JE CHERCHE UN TRAIN DE ['BIARRITZ', 'BIARRITZ', 'BIARITZ', 'BIAR'] À LA SEYNE-SUR-MER",VALID
3328,itinéraire Courbevoie sète,VALID
3329,COMMENT ME RENDRE À AUXERRE DEPUIS CANNES 🚂,VALID
3330,train Castres Brest avec mes bagages,VALID
3331,je Veux rejoindre agen depuis arles,VALID
3332,aller  a  Issy-les-Moulineaux   de puis  Toulouse,VALID
3333,"je dois aller à chartres En Partant de ['rouen', 'rouen', 'rouenn', 'rou']",VALID
3334,"✈️ Je cherche un train de ['luxembourg', 'luxembourg', 'lux', 'luxemb'] À cannes",VALID
3335,je veux aller de Mulhouse à Troyes,VALID
3336,depart libourne Dest châteauroux,VALID
3337,BILLET CHARTRES FONTENAY-SOUS-BOIS POUR UN RDV,VALID
